rsn,address,bing_address,neighbourhood,apartment,property_type,year_built,year_registered,units,storeys,property_management_or_landlord,evaluation_completed_on,score,score_percent,score_bucket,score_colour,agi,date_agi_initiated,tdf,tdf_year,reduced_increase_by,eviction_hearing,hearings,geometry,tooltip
4317588,3015 A Queen St E,3015 Queen St E,Birchcliffe-Cliffside,TRUE,Private,1954,2018,15,4,Greenwin Corp.,2018-02-12,76,76%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.277653, 43.6746687)",<b>3015 A Queen St E</b><br><b>Built</b>: 1954<br><b>Landlord/Management</b>: Greenwin Corp.<br><b>Units</b>: 15<br><b>RentSafeTO Evaluation</b>: 76%<br>
4653431,2178 Queen St E,2178 Queen St E,The Beaches,TRUE,Private,1965,2019,21,3,Ashbridges Property Management,2021-04-21,64,64%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.290474, 43.672161)",<b>2178 Queen St E</b><br><b>Built</b>: 1965<br><b>Landlord/Management</b>: Ashbridges Property Management<br><b>Units</b>: 21<br><b>RentSafeTO Evaluation</b>: 64%<br>
4287030,193 Dowling Ave,193 Dowling Ave,South Parkdale,TRUE,Private,1917,2018,16,5,Smartsell Marketing,2021-04-23,71,71%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4395873, 43.6398225)",<b>193 Dowling Ave</b><br><b>Built</b>: 1917<br><b>Landlord/Management</b>: Smartsell Marketing<br><b>Units</b>: 16<br><b>RentSafeTO Evaluation</b>: 71%<br>
4289046,495 The West Mall,495 The West Mall,Etobicoke West Mall,TRUE,Private,1962,2018,59,6,Presidential Msh Corporation,2019-10-29,81,81%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.5676658, 43.6482934)",<b>495 The West Mall</b><br><b>Built</b>: 1962<br><b>Landlord/Management</b>: Presidential Msh Corporation<br><b>Units</b>: 59<br><b>RentSafeTO Evaluation</b>: 81%<br>
4288743,78 Pembroke St,78 Pembroke St,Moss Park,TRUE,Private,1930,2017,15,3,Aykler Management,2019-12-03,84,84%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3730214, 43.6589765)",<b>78 Pembroke St</b><br><b>Built</b>: 1930<br><b>Landlord/Management</b>: Aykler Management<br><b>Units</b>: 15<br><b>RentSafeTO Evaluation</b>: 84%<br>
4288768,444 Logan Ave,444 Logan Ave,South Riverdale,TRUE,Social Housing,1967,2017,159,22,NA,2020-12-21,78,78%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3448524, 43.6653646)",<b>444 Logan Ave</b><br><b>Built</b>: 1967<br><b>Units</b>: 159<br><b>RentSafeTO Evaluation</b>: 78%<br>
4288787,2405 Queen St E,2405 Queen St E,The Beaches,TRUE,Private,1920,2017,23,3,NA,2020-11-28,69,69%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.285873, 43.6727018)",<b>2405 Queen St E</b><br><b>Built</b>: 1920<br><b>Units</b>: 23<br><b>RentSafeTO Evaluation</b>: 69%<br>
4288792,2401 Queen St E,2401 Queen St E,The Beaches,TRUE,Private,1920,2017,21,3,NA,2020-11-28,76,76%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.2861267, 43.6726735)",<b>2401 Queen St E</b><br><b>Built</b>: 1920<br><b>Units</b>: 21<br><b>RentSafeTO Evaluation</b>: 76%<br>
4288800,82 Willow Ave,82 Willow Ave,The Beaches,TRUE,Private,1920,2017,18,3,NA,2020-11-28,69,69%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.2865445, 43.6724853)",<b>82 Willow Ave</b><br><b>Built</b>: 1920<br><b>Units</b>: 18<br><b>RentSafeTO Evaluation</b>: 69%<br>
4626360,25 Montgomery Ave,25 Montgomery Ave,Yonge-Eglinton,TRUE,Private,2019,2019,235,27,Rhapsody Property Management,2019-09-09,99,99%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,TRUE,3,"c(-79.3995237, 43.7093644)",<b>25 Montgomery Ave</b><br><b>Built</b>: 2019<br><b>Landlord/Management</b>: Rhapsody Property Management<br><b>Units</b>: 235<br><b>RentSafeTO Evaluation</b>: 99%<br><b>Eviction Hearings</b>: 3<br>
4604174,160 Floyd Ave,160 Floyd Ave,Broadview North,TRUE,Private,NA,NA,12,3,NA,2021-04-29,60,60%,60% and under,#dd1c77,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3484831, 43.6875881)",<b>160 Floyd Ave</b><br><b>Units</b>: 12<br><b>RentSafeTO Evaluation</b>: 60%<br>
4263113,642 Sheppard Ave E,642 Sheppard Ave E,Bayview Village,TRUE,Private,1970,2017,126,19,Gwlra Residential,2019-12-10,78,78%,61% to 80%,#c994c7,TRUE,"2020-04-20, 2018-05-08",FALSE,NA,NA,FALSE,NA,"c(-79.3827198, 43.769188)","<b>642 Sheppard Ave E</b><br><b>Built</b>: 1970<br><b>Landlord/Management</b>: Gwlra Residential<br><b>Units</b>: 126<br><b>RentSafeTO Evaluation</b>: 78%<br><b>AGI Application</b>: 2020-04-20, 2018-05-08<br>"
4264078,6 Kingston Rd,6 Kingston Rd,Woodbine Corridor,TRUE,Private,1970,2017,16,3,Firm Capital Properties Inc,2019-12-05,68,68%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,TRUE,1,"c(-79.3125334, 43.6679405)",<b>6 Kingston Rd</b><br><b>Built</b>: 1970<br><b>Landlord/Management</b>: Firm Capital Properties Inc<br><b>Units</b>: 16<br><b>RentSafeTO Evaluation</b>: 68%<br><b>Eviction Hearings</b>: 1<br>
4264301,60 North Hills Ter,60 N Hills Terrace,Banbury-Don Mills,TRUE,Private,1961,2017,71,5,Brosko Property Management,2019-11-05,85,85%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3407095, 43.7303659)",<b>60 North Hills Ter</b><br><b>Built</b>: 1961<br><b>Landlord/Management</b>: Brosko Property Management<br><b>Units</b>: 71<br><b>RentSafeTO Evaluation</b>: 85%<br>
4285401,6 Folcroft Ave,6 Folcroft Ave,Birchcliffe-Cliffside,TRUE,Private,1952,2018,13,3,NA,2020-11-18,71,71%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.2513027, 43.7010991)",<b>6 Folcroft Ave</b><br><b>Built</b>: 1952<br><b>Units</b>: 13<br><b>RentSafeTO Evaluation</b>: 71%<br>
4269245,6 Forest Laneway,6 Forest Laneway,Willowdale East,TRUE,Private,1975,2018,406,29,Tandem Property Management Inc,2019-01-04,91,91%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4089904, 43.7624594)",<b>6 Forest Laneway</b><br><b>Built</b>: 1975<br><b>Landlord/Management</b>: Tandem Property Management Inc<br><b>Units</b>: 406<br><b>RentSafeTO Evaluation</b>: 91%<br>
4281929,7 Bexhill Crt,7 Bexhill Crt,Edenbridge-Humber Valley,TRUE,Private,1952,2017,13,4,NA,2020-12-02,81,81%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.5213287, 43.6617618)",<b>7 Bexhill Crt</b><br><b>Built</b>: 1952<br><b>Units</b>: 13<br><b>RentSafeTO Evaluation</b>: 81%<br>
4274213,20 Vanauley St,20 Vanauley St,Kensington-Chinatown,TRUE,TCHC,1986,2017,135,8,NA,2021-04-21,77,77%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.398926, 43.64902)",<b>20 Vanauley St</b><br><b>Built</b>: 1986<br><b>Units</b>: 135<br><b>RentSafeTO Evaluation</b>: 77%<br>
4269869,110 Cottonwood Dr,110 Cottonwood Dr,Banbury-Don Mills,TRUE,Private,1959,2017,22,3,NA,2019-11-05,80,80%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.342617, 43.729949)",<b>110 Cottonwood Dr</b><br><b>Built</b>: 1959<br><b>Units</b>: 22<br><b>RentSafeTO Evaluation</b>: 80%<br>
4261706,305 Roehampton Ave,305 Roehampton Ave,Mount Pleasant East,TRUE,Private,2015,2017,221,16,Kg Group,2019-10-28,97,97%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,TRUE,1,"c(-79.3889602, 43.7096717)",<b>305 Roehampton Ave</b><br><b>Built</b>: 2015<br><b>Landlord/Management</b>: Kg Group<br><b>Units</b>: 221<br><b>RentSafeTO Evaluation</b>: 97%<br><b>Eviction Hearings</b>: 1<br>
4261713,4 Oakburn Cres,4 Oakburn Crescent,Willowdale East,TRUE,Private,1945,2017,11,3,Kg Group,2018-12-27,89,89%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4051131, 43.7586104)",<b>4 Oakburn Cres</b><br><b>Built</b>: 1945<br><b>Landlord/Management</b>: Kg Group<br><b>Units</b>: 11<br><b>RentSafeTO Evaluation</b>: 89%<br>
4269424,793 Gerrard St E,793 Gerrard St E,South Riverdale,TRUE,Social Housing,1950,2017,28,5,NA,2020-12-21,61,61%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3456326, 43.6667667)",<b>793 Gerrard St E</b><br><b>Built</b>: 1950<br><b>Units</b>: 28<br><b>RentSafeTO Evaluation</b>: 61%<br>
4273205,67 Gloucester St,67 Gloucester St,Church-Yonge Corridor,TRUE,Private,1911,2017,15,3,Church 18 Holdings Inc.,2020-12-09,76,76%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3820881, 43.6670635)",<b>67 Gloucester St</b><br><b>Built</b>: 1911<br><b>Landlord/Management</b>: Church 18 Holdings Inc.<br><b>Units</b>: 15<br><b>RentSafeTO Evaluation</b>: 76%<br>
4269261,68 Bergamot Ave,68 Bergamot Ave,Rexdale-Kipling,TRUE,Social Housing,2007,2018,68,4,Ywca Toronto,2019-10-28,84,84%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.5578164, 43.7169548)",<b>68 Bergamot Ave</b><br><b>Built</b>: 2007<br><b>Landlord/Management</b>: Ywca Toronto<br><b>Units</b>: 68<br><b>RentSafeTO Evaluation</b>: 84%<br>
4285984,252 Sackville St,252 Sackville St,Regent Park,TRUE,TCHC,2009,2017,159,22,TCH,2021-04-15,84,84%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,TRUE,1,"c(-79.3634292, 43.6605112)",<b>252 Sackville St</b><br><b>Built</b>: 2009<br><b>Landlord/Management</b>: TCH<br><b>Units</b>: 159<br><b>RentSafeTO Evaluation</b>: 84%<br><b>Eviction Hearings</b>: 1<br>
4265578,26 Norwood Rd,26 Norwood Rd,East End-Danforth,TRUE,Social Housing,1940,2017,12,3,N/A,2020-12-02,66,66%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3030573, 43.6831759)",<b>26 Norwood Rd</b><br><b>Built</b>: 1940<br><b>Landlord/Management</b>: N/A<br><b>Units</b>: 12<br><b>RentSafeTO Evaluation</b>: 66%<br>
4246916,300 Eglinton Ave E,300 Eglinton Ave E,Mount Pleasant East,TRUE,Private,1967,2017,96,15,NA,2020-12-22,91,91%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3890958, 43.708928)",<b>300 Eglinton Ave E</b><br><b>Built</b>: 1967<br><b>Units</b>: 96<br><b>RentSafeTO Evaluation</b>: 91%<br>
4250271,431 Dundas St E,431 Dundas St E,Moss Park,TRUE,Social Housing,1991,2017,37,4,St. Jude Community Homes,2019-12-03,80,80%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3664722, 43.6590804)",<b>431 Dundas St E</b><br><b>Built</b>: 1991<br><b>Landlord/Management</b>: St. Jude Community Homes<br><b>Units</b>: 37<br><b>RentSafeTO Evaluation</b>: 80%<br>
4232592,53 Warrender Ave,53 Warrender Ave,Princess-Rosethorn,TRUE,Private,1971,2017,128,13,Princess Management,2020-11-06,77,77%,61% to 80%,#c994c7,TRUE,2019-04-23,FALSE,NA,NA,TRUE,1,"c(-79.5538871, 43.6753319)",<b>53 Warrender Ave</b><br><b>Built</b>: 1971<br><b>Landlord/Management</b>: Princess Management<br><b>Units</b>: 128<br><b>RentSafeTO Evaluation</b>: 77%<br><b>Eviction Hearings</b>: 1<br><b>AGI Application</b>: 2019-04-23<br>
4232598,1141 Royal York Rd,1141 Royal York Rd,Edenbridge-Humber Valley,TRUE,Private,1963,2017,91,10,Princess Management,2020-10-28,85,85%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,TRUE,1,"c(-79.5163235, 43.6607758)",<b>1141 Royal York Rd</b><br><b>Built</b>: 1963<br><b>Landlord/Management</b>: Princess Management<br><b>Units</b>: 91<br><b>RentSafeTO Evaluation</b>: 85%<br><b>Eviction Hearings</b>: 1<br>
4242011,131 Bloor St W,131 Bloor St W,Bay Street Corridor,TRUE,Private,1963,2017,157,14,Morguard Corporation,2019-11-26,81,81%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.392422, 43.668749)",<b>131 Bloor St W</b><br><b>Built</b>: 1963<br><b>Landlord/Management</b>: Morguard Corporation<br><b>Units</b>: 157<br><b>RentSafeTO Evaluation</b>: 81%<br>
4233268,871 Avenue Rd,871 Avenue Rd,Yonge-Eglinton,TRUE,Private,1951,2017,10,3,Cando Apartments Ltd.,2019-11-27,76,76%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4058201, 43.6990694)",<b>871 Avenue Rd</b><br><b>Built</b>: 1951<br><b>Landlord/Management</b>: Cando Apartments Ltd.<br><b>Units</b>: 10<br><b>RentSafeTO Evaluation</b>: 76%<br>
4167696,2248 Keele St,2248 Keele St,Brookhaven-Amesbury,TRUE,Private,1955,2017,11,3,NA,2020-11-26,65,65%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.476918, 43.701698)",<b>2248 Keele St</b><br><b>Built</b>: 1955<br><b>Units</b>: 11<br><b>RentSafeTO Evaluation</b>: 65%<br>
4228864,2911 Bayview Ave,2911 Bayview Ave,Bayview Village,TRUE,Private,1964,2017,304,3,Quadreal Property Group,2019-11-07,84,84%,81% to 100%,#e7e1ef,TRUE,2019-01-04,FALSE,NA,NA,TRUE,1,"c(-79.386301, 43.770575)",<b>2911 Bayview Ave</b><br><b>Built</b>: 1964<br><b>Landlord/Management</b>: Quadreal Property Group<br><b>Units</b>: 304<br><b>RentSafeTO Evaluation</b>: 84%<br><b>Eviction Hearings</b>: 1<br><b>AGI Application</b>: 2019-01-04<br>
4221285,390 Dawes Rd,390 Dawes Rd,O'Connor-Parkview,TRUE,Private,1970,2017,246,14,Briarlane,2020-12-04,75,75%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,TRUE,4,"c(-79.298188, 43.700154)",<b>390 Dawes Rd</b><br><b>Built</b>: 1970<br><b>Landlord/Management</b>: Briarlane<br><b>Units</b>: 246<br><b>RentSafeTO Evaluation</b>: 75%<br><b>Eviction Hearings</b>: 4<br>
4155749,3 Superior Ave,3 Superior Ave,Mimico (includes Humber Bay Shores),TRUE,Private,1950,2017,62,7,Morassutti Group,2020-12-01,74,74%,61% to 80%,#c994c7,TRUE,"2018-07-05, 2017-05-03",TRUE,2019,0.59%,TRUE,1,"c(-79.4868986, 43.6150927)","<b>3 Superior Ave</b><br><b>Built</b>: 1950<br><b>Landlord/Management</b>: Morassutti Group<br><b>Units</b>: 62<br><b>RentSafeTO Evaluation</b>: 74%<br><b>Eviction Hearings</b>: 1<br><b>AGI Application</b>: 2018-07-05, 2017-05-03<br><b>Tenant Defence Fund Received</b>: 2019<br><b>TDF Reduced Increase By</b>: 0.59%<br>"
4167699,40-50 Alexander St,40 Alexander St,Church-Yonge Corridor,TRUE,Private,1963,2017,217,29,Greenrock,2019-12-03,91,91%,81% to 100%,#e7e1ef,TRUE,"2020-05-05, 2018-11-09",FALSE,NA,NA,TRUE,1,"c(-79.382059, 43.663579)","<b>40-50 Alexander St</b><br><b>Built</b>: 1963<br><b>Landlord/Management</b>: Greenrock<br><b>Units</b>: 217<br><b>RentSafeTO Evaluation</b>: 91%<br><b>Eviction Hearings</b>: 1<br><b>AGI Application</b>: 2020-05-05, 2018-11-09<br>"
4167701,417 Gerrard St E,417 Gerrard St E,Regent Park,TRUE,TCHC,1980,2017,12,3,TCH,2019-12-03,65,65%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.362112, 43.662109)",<b>417 Gerrard St E</b><br><b>Built</b>: 1980<br><b>Landlord/Management</b>: TCH<br><b>Units</b>: 12<br><b>RentSafeTO Evaluation</b>: 65%<br>
4152582,4 Folcroft Ave,4 Folcroft Ave,Birchcliffe-Cliffside,TRUE,Private,1960,2017,13,3,NA,2020-11-18,68,68%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.2513985, 43.7010482)",<b>4 Folcroft Ave</b><br><b>Built</b>: 1960<br><b>Units</b>: 13<br><b>RentSafeTO Evaluation</b>: 68%<br>
4154187,15 Mallory Cres,15 Mallory Crescent,Leaside-Bennington,TRUE,Private,1962,2017,34,3,NA,2020-12-07,89,89%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.369002, 43.696147)",<b>15 Mallory Cres</b><br><b>Built</b>: 1962<br><b>Units</b>: 34<br><b>RentSafeTO Evaluation</b>: 89%<br>
4154195,960 Eglinton Ave E,960 Eglinton Ave E,Leaside-Bennington,TRUE,Private,1944,2017,16,3,Poloco Holdings Inc.,2020-12-02,77,77%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,TRUE,1,"c(-79.3592593, 43.7151696)",<b>960 Eglinton Ave E</b><br><b>Built</b>: 1944<br><b>Landlord/Management</b>: Poloco Holdings Inc.<br><b>Units</b>: 16<br><b>RentSafeTO Evaluation</b>: 77%<br><b>Eviction Hearings</b>: 1<br>
4154695,555 Sheppard Ave W,555 Sheppard Ave W,Lansing-Westgate,TRUE,Private,1966,2017,112,12,Realstar,2020-12-11,81,81%,81% to 100%,#e7e1ef,TRUE,"2020-01-06, 2018-05-10",FALSE,NA,NA,FALSE,NA,"c(-79.435643, 43.755607)","<b>555 Sheppard Ave W</b><br><b>Built</b>: 1966<br><b>Landlord/Management</b>: Realstar<br><b>Units</b>: 112<br><b>RentSafeTO Evaluation</b>: 81%<br><b>AGI Application</b>: 2020-01-06, 2018-05-10<br>"
4154698,15 Canyon Ave,15 Canyon Ave,Bathurst Manor,TRUE,Private,1962,2017,117,21,Greenwin Inc.,2019-11-07,90,90%,81% to 100%,#e7e1ef,TRUE,"2019-09-12, 2018-02-05",FALSE,NA,NA,FALSE,NA,"c(-79.436179, 43.757212)","<b>15 Canyon Ave</b><br><b>Built</b>: 1962<br><b>Landlord/Management</b>: Greenwin Inc.<br><b>Units</b>: 117<br><b>RentSafeTO Evaluation</b>: 90%<br><b>AGI Application</b>: 2019-09-12, 2018-02-05<br>"
4154703,55 Ellerslie Ave,55 Ellerslie Ave,Willowdale West,TRUE,Private,1966,2017,391,17,M&R Property Management,2019-11-18,86,86%,81% to 100%,#e7e1ef,TRUE,"2018-04-12, 2017-03-14",TRUE,2019,1.09%,FALSE,NA,"c(-79.4152072, 43.7712564)","<b>55 Ellerslie Ave</b><br><b>Built</b>: 1966<br><b>Landlord/Management</b>: M&R Property Management<br><b>Units</b>: 391<br><b>RentSafeTO Evaluation</b>: 86%<br><b>AGI Application</b>: 2018-04-12, 2017-03-14<br><b>Tenant Defence Fund Received</b>: 2019<br><b>TDF Reduced Increase By</b>: 1.09%<br>"
4154711,296 Finch Ave W,296 Finch Ave W,Newtonbrook West,TRUE,Private,1962,2020,30,4,NA,2019-11-06,72,72%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.441231, 43.7745611)",<b>296 Finch Ave W</b><br><b>Built</b>: 1962<br><b>Units</b>: 30<br><b>RentSafeTO Evaluation</b>: 72%<br>
4154716,5900 Yonge St,5900 Yonge St,Newtonbrook West,TRUE,Private,1970,2017,233,13,Q Residential,2019-11-18,88,88%,81% to 100%,#e7e1ef,TRUE,2016-12-14,FALSE,NA,NA,FALSE,NA,"c(-79.4178298, 43.7863025)",<b>5900 Yonge St</b><br><b>Built</b>: 1970<br><b>Landlord/Management</b>: Q Residential<br><b>Units</b>: 233<br><b>RentSafeTO Evaluation</b>: 88%<br><b>AGI Application</b>: 2016-12-14<br>
4155199,900 Jane St,900 Jane St,Rockcliffe-Smythe,TRUE,Private,1968,2017,40,5,Skyview Management Ltd.,2019-11-06,74,74%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4969313, 43.6782351)",<b>900 Jane St</b><br><b>Built</b>: 1968<br><b>Landlord/Management</b>: Skyview Management Ltd.<br><b>Units</b>: 40<br><b>RentSafeTO Evaluation</b>: 74%<br>
4155202,4049 Dundas St W,4049 Dundas St W,Lambton Baby Point,TRUE,Social Housing,1990,2017,208,12,Aykler Real Estate Inc.,2020-10-27,75,75%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,TRUE,1,"c(-79.5037207, 43.6634575)",<b>4049 Dundas St W</b><br><b>Built</b>: 1990<br><b>Landlord/Management</b>: Aykler Real Estate Inc.<br><b>Units</b>: 208<br><b>RentSafeTO Evaluation</b>: 75%<br><b>Eviction Hearings</b>: 1<br>
4155209,2686 Bloor St W,2686 Bloor St W,Kingsway South,TRUE,Private,1949,2017,21,3,Orchard Apartments (Bloor) Inc,2019-10-29,75,75%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.496869, 43.650298)",<b>2686 Bloor St W</b><br><b>Built</b>: 1949<br><b>Landlord/Management</b>: Orchard Apartments (Bloor) Inc<br><b>Units</b>: 21<br><b>RentSafeTO Evaluation</b>: 75%<br>
4155212,2692-2694 Bloor St W,2692 Bloor St W,Kingsway South,TRUE,Private,1949,2017,40,4,Orchard Apartments (Bloor) Inc,2020-11-04,77,77%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4978069, 43.6502452)",<b>2692-2694 Bloor St W</b><br><b>Built</b>: 1949<br><b>Landlord/Management</b>: Orchard Apartments (Bloor) Inc<br><b>Units</b>: 40<br><b>RentSafeTO Evaluation</b>: 77%<br>
4155213,2696 Bloor St W,2696 Bloor St W,Kingsway South,TRUE,Private,1957,2017,15,3,Itg,2020-11-04,75,75%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4985558, 43.650322)",<b>2696 Bloor St W</b><br><b>Built</b>: 1957<br><b>Landlord/Management</b>: Itg<br><b>Units</b>: 15<br><b>RentSafeTO Evaluation</b>: 75%<br>
4155220,618 Evans Ave,618 Evans Ave,Alderwood,TRUE,Private,1967,2017,25,3,NA,2019-10-30,80,80%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.5501095, 43.61087)",<b>618 Evans Ave</b><br><b>Built</b>: 1967<br><b>Units</b>: 25<br><b>RentSafeTO Evaluation</b>: 80%<br>
4155221,620 Evans Ave,620 Evans Ave,Alderwood,TRUE,Private,1970,2017,25,3,620 Evans,2020-11-10,74,74%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.550381, 43.610778)",<b>620 Evans Ave</b><br><b>Built</b>: 1970<br><b>Landlord/Management</b>: 620 Evans<br><b>Units</b>: 25<br><b>RentSafeTO Evaluation</b>: 74%<br>
4152791,3161 Eglinton Ave E,3161 Eglinton Ave E,Scarborough Village,TRUE,Private,1969,2017,166,12,Best Rank Investments,2019-11-20,75,75%,61% to 80%,#c994c7,TRUE,2016-09-29,FALSE,NA,NA,TRUE,3,"c(-79.2213785, 43.7418299)",<b>3161 Eglinton Ave E</b><br><b>Built</b>: 1969<br><b>Landlord/Management</b>: Best Rank Investments<br><b>Units</b>: 166<br><b>RentSafeTO Evaluation</b>: 75%<br><b>Eviction Hearings</b>: 3<br><b>AGI Application</b>: 2016-09-29<br>
4152794,140 Adanac Dr,140 Adanac Dr,Scarborough Village,TRUE,TCHC,1970,2017,306,16,Toronto Community Housing,2021-04-19,82,82%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,TRUE,4,"c(-79.2269582, 43.7406756)",<b>140 Adanac Dr</b><br><b>Built</b>: 1970<br><b>Landlord/Management</b>: Toronto Community Housing<br><b>Units</b>: 306<br><b>RentSafeTO Evaluation</b>: 82%<br><b>Eviction Hearings</b>: 4<br>
4152797,215 Markham Rd,215 Markham Rd,Scarborough Village,TRUE,Private,1968,2017,193,17,Capreit,2020-11-10,79,79%,61% to 80%,#c994c7,TRUE,2019-08-19,FALSE,NA,NA,FALSE,NA,"c(-79.2187714, 43.7446989)",<b>215 Markham Rd</b><br><b>Built</b>: 1968<br><b>Landlord/Management</b>: Capreit<br><b>Units</b>: 193<br><b>RentSafeTO Evaluation</b>: 79%<br><b>AGI Application</b>: 2019-08-19<br>
4152803,3400 Eglinton Ave E,3400 Eglinton Ave E,Scarborough Village,TRUE,Private,1965,2017,221,16,Premax Management Limited,2020-11-30,75,75%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,TRUE,1,"c(-79.2131572, 43.7451294)",<b>3400 Eglinton Ave E</b><br><b>Built</b>: 1965<br><b>Landlord/Management</b>: Premax Management Limited<br><b>Units</b>: 221<br><b>RentSafeTO Evaluation</b>: 75%<br><b>Eviction Hearings</b>: 1<br>
4152807,3969 Kingston Rd,3969 Kingston Rd,Guildwood,TRUE,Private,1967,2017,174,13,Sinck Holdings,2019-11-28,81,81%,81% to 100%,#e7e1ef,TRUE,2021-02-19,FALSE,NA,NA,TRUE,1,"c(-79.2033413, 43.751493)",<b>3969 Kingston Rd</b><br><b>Built</b>: 1967<br><b>Landlord/Management</b>: Sinck Holdings<br><b>Units</b>: 174<br><b>RentSafeTO Evaluation</b>: 81%<br><b>Eviction Hearings</b>: 1<br><b>AGI Application</b>: 2021-02-19<br>
4152814,20 Greencrest Crct,20 Greencrest Circuit,Woburn,TRUE,Private,1970,2017,136,10,NA,2021-04-21,85,85%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.223431, 43.758372)",<b>20 Greencrest Crct</b><br><b>Built</b>: 1970<br><b>Units</b>: 136<br><b>RentSafeTO Evaluation</b>: 85%<br>
4154412,2782 Keele St,2782 Keele St,Downsview-Roding-CFB,TRUE,Private,1965,2017,27,4,Marsha Switzer,2020-11-06,70,70%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4829036, 43.7279028)",<b>2782 Keele St</b><br><b>Built</b>: 1965<br><b>Landlord/Management</b>: Marsha Switzer<br><b>Units</b>: 27<br><b>RentSafeTO Evaluation</b>: 70%<br>
